iter	Logloss
285	0.02054321196
286	0.02047599971
287	0.02031945447
288	0.02024652195
289	0.02011330678
290	0.0199780867
291	0.01984492271
292	0.01968144838
293	0.01954789927
294	0.01944958163
295	0.01938348724
296	0.01921402027
297	0.01908138607
298	0.01886406183
299	0.01872304167
300	0.01856011463
301	0.01841824316
302	0.01824628103
303	0.01815574379
304	0.01806279222
305	0.01790329348
306	0.01781401877
307	0.01772007096
308	0.01766365165
309	0.0176089527
310	0.01748896431
311	0.01740166738
312	0.01732081536
313	0.01721058059
314	0.01711833616
315	0.01702555688
316	0.01688696905
317	0.01681574726
318	0.01664883323
319	0.01652177158
320	0.01641733081
321	0.01626271599
322	0.01618296231
323	0.01606264606
324	0.01595853898
325	0.01586776509
326	0.01579591065
327	0.01571754467
328	0.01559279221
329	0.01547780731
330	0.01536790876
331	0.01528682339
332	0.01517604768
333	0.01515477066
334	0.01504145267
335	0.01494562436
336	0.0148815792
337	0.01478037571
338	0.01472595648
339	0.0146531514
340	0.01459610804
341	0.01453505186
342	0.01438895549
343	0.01431586461
344	0.01426873704
345	0.01416942822
346	0.01409732041
347	0.01402050833
348	0.01393584313
349	0.01389308462
350	0.01383966999
351	0.01380116147
352	0.01372523592
353	0.01370249342
354	0.01362524326
355	0.013522119
356	0.01345725014
357	0.01342807515
358	0.01338354713
359	0.01328822809
360	0.01327039205
361	0.01320284206
362	0.01314019827
363	0.01305773712
364	0.0130193312
365	0.01298413875
366	0.01290769886
367	0.01281629105
368	0.01273600125
369	0.0126898988
370	0.0126400227
371	0.0125393044
372	0.01247474415
373	0.01240483962
374	0.01236491882
375	0.01233538786
376	0.01228041426
377	0.01218938777
378	0.01212164446
379	0.01208947341
380	0.01199608351
381	0.01193276577
382	0.01188765398
383	0.01182331593
384	0.01177825203
385	0.01171731315
386	0.01167092541
387	0.01160540109
388	0.01157676426
389	0.01151289443
390	0.011476575
391	0.01142618659
392	0.0113735389
393	0.01133538078
394	0.01130567651
395	0.01122318672
396	0.01114129057
397	0.01109166404
398	0.0110034669
399	0.01093282127
400	0.01088561312
401	0.01085223376
402	0.01083871561
403	0.01076421804
404	0.01070493795
405	0.01065105029
406	0.0106171462
407	0.01056456186
408	0.01053189421
409	0.01049098426
410	0.01044166151
411	0.01040641458
412	0.01033615027
413	0.01031308017
414	0.01029037086
415	0.010249937
416	0.01021947415
417	0.01020940179
418	0.01012890853
419	0.0100655272
420	0.01002839977
421	0.009991443119
422	0.009948642804
423	0.009906051263
424	0.009848557674
425	0.009825661889
426	0.009773747954
427	0.009724932193
428	0.009694805814
429	0.009653359493
430	0.009592518923
431	0.009555252655
432	0.009476463042
433	0.009457604918
434	0.009399971977
435	0.00934776971
436	0.00930879524
437	0.009264174227
438	0.009210311898
439	0.009162328195
440	0.009118760177
441	0.009091447188
442	0.00905570163
443	0.009023374503
444	0.008988130612
445	0.008939373126
446	0.008913360417
447	0.008867714281
448	0.008816976983
449	0.00877890146
450	0.008744663944
451	0.00871589308
452	0.008687037084
453	0.008665073691
454	0.00864499687
455	0.008628340507
456	0.008615171491
457	0.008574837959
458	0.008542023354
459	0.008503001251
460	0.008472715757
461	0.008445615596
462	0.008419391579
463	0.008372103116
464	0.008344573752
465	0.008290378498
466	0.008240257389
467	0.008216016224
468	0.008183807166
469	0.00817158017
470	0.008159024809
471	0.008148393519
472	0.008121532537
473	0.0080848931
474	0.008068470342
475	0.008054358293
476	0.008038683475
477	0.008004892899
478	0.007980349213
479	0.007940014161
480	0.007898501458
481	0.007873028422
482	0.007826616103
483	0.007789023498
484	0.007778716011
485	0.007746516581
486	0.007727409144
487	0.007712465037
488	0.007688953063
489	0.007660973211
490	0.007615856613
491	0.007592581284
492	0.007563756199
493	0.007536797417
494	0.00749152221
495	0.007444569206
496	0.007418435894
497	0.007397524989
498	0.007374377357
499	0.007332347785
